type,H fraction,He fraction,Li fraction,Be fraction,B fraction,C fraction,N fraction,O fraction,F fraction,Ne fraction,Na fraction,Mg fraction,Al fraction,Si fraction,P fraction,S fraction,Cl fraction,Ar fraction,K fraction,Ca fraction,Sc fraction,Ti fraction,V fraction,Cr fraction,Mn fraction,Fe fraction,Co fraction,Ni fraction,Cu fraction,Zn fraction,Ga fraction,Ge fraction,As fraction,Se fraction,Br fraction,Kr fraction,Rb fraction,Sr fraction,Y fraction,Zr fraction,Nb fraction,Mo fraction,Tc fraction,Ru fraction,Rh fraction,Pd fraction,Ag fraction,Cd fraction,In fraction,Sn fraction,Sb fraction,Te fraction,I fraction,Xe fraction,Cs fraction,Ba fraction,La fraction,Ce fraction,Pr fraction,Nd fraction,Pm fraction,Sm fraction,Eu fraction,Gd fraction,Tb fraction,Dy fraction,Ho fraction,Er fraction,Tm fraction,Yb fraction,Lu fraction,Hf fraction,Ta fraction,W fraction,Re fraction,Os fraction,Ir fraction,Pt fraction,Au fraction,Hg fraction,Tl fraction,Pb fraction,Bi fraction,Po fraction,At fraction,Rn fraction,Fr fraction,Ra fraction,Ac fraction,Th fraction,Pa fraction,U fraction,Np fraction,Pu fraction,Am fraction,Cm fraction,Bk fraction,Cf fraction,Es fraction,Fm fraction,Md fraction,No fraction,Lr fraction,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons
RSM0026,0.11764705882352941,0,0,0,0,0.47058823529411764,0,0.23529411764705882,0,0,0,0,0,0,0,0,0,0,0,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11764705882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.293239999999997,12.588235294117647,2.235294117647059,34.0,10.117647058823529,1.55,0.7411764705882353,2.44,2.675294117647059,1.8823529411764706,2.4705882352941178,1.1764705882352942,0.0,0.3404255319148936,0.4468085106382979,0.2127659574468085,0.0
RSM0027,0.23529411764705882,0,0,0,0,0.23529411764705882,0,0.47058823529411764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.437044705882354,11.235294117647058,2.0,61.0,9.058823529411764,1.6,0.6147058823529411,2.27,2.8052941176470587,1.7647058823529411,2.3529411764705883,0.0,0.35294117647058826,0.39473684210526316,0.5263157894736842,0.0,0.07894736842105264
RSM0030,0.23529411764705882,0,0,0,0,0.47058823529411764,0,0.23529411764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.26623294117647,11.294117647058824,1.9411764705882353,47.0,7.764705882352941,1.3,0.6205882352941176,1.75,2.626470588235294,1.7647058823529411,1.8823529411764706,0.5882352941176471,0.0,0.41666666666666663,0.4444444444444444,0.1388888888888889,0.0
RSM0031,0.058823529411764705,0,0,0,0,0.17647058823529413,0,0.5882352941176471,0,0,0,0.11764705882352941,0,0,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.271635411764706,13.058823529411764,2.1176470588235294,14.0,8.117647058823529,1.25,0.7264705882352941,2.13,2.885882352941177,1.9411764705882353,2.8823529411764706,0.0,0.0,0.4024390243902439,0.5975609756097561,0.0,0.0
RSM0033,0.23529411764705882,0,0,0,0,0.23529411764705882,0,0.47058823529411764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.84233882352941,11.235294117647058,2.0,63.0,9.176470588235293,1.55,0.6117647058823529,2.24,2.807058823529412,1.7647058823529411,2.3529411764705883,0.058823529411764705,0.4117647058823529,0.38461538461538464,0.5128205128205129,0.012820512820512822,0.08974358974358974
RSM0035,0.17647058823529413,0,0,0,0,0.35294117647058826,0,0.4117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.254930588235293,11.882352941176471,2.0588235294117645,63.0,9.352941176470589,1.55,0.6441176470588235,2.24,2.775294117647059,1.8235294117647058,2.3529411764705883,0.058823529411764705,0.4117647058823529,0.3924050632911392,0.5063291139240506,0.012658227848101264,0.08860759493670885
RSM0036,0.23529411764705882,0,0,0,0,0.23529411764705882,0,0.47058823529411764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.151162352941174,11.235294117647058,2.0,65.0,9.294117647058824,1.5,0.6088235294117647,2.2199999999999998,2.808235294117647,1.7647058823529411,2.3529411764705883,0.0,0.5882352941176471,0.375,0.5,0.0,0.125
RSM0037,0.23529411764705882,0,0,0,0,0.23529411764705882,0,0.47058823529411764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.822094705882353,11.235294117647058,1.9411764705882353,38.0,7.705882352941177,1.55,0.6117647058823529,2.2199999999999998,2.808235294117647,1.7647058823529411,2.3529411764705883,0.058823529411764705,0.0,0.42253521126760557,0.5633802816901409,0.01408450704225352,0.0
RSM0038,0.23529411764705882,0,0,0,0,0.23529411764705882,0,0.47058823529411764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.53139764705882,11.235294117647058,2.0,62.0,9.117647058823529,1.6,0.6147058823529411,2.255,2.8061764705882353,1.7647058823529411,2.3529411764705883,0.0,0.4117647058823529,0.38961038961038963,0.5194805194805195,0.0,0.09090909090909091
RSM0039,0.23529411764705882,0,0,0,0,0.23529411764705882,0,0.47058823529411764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.940888823529413,11.235294117647058,2.0,64.0,9.235294117647058,1.5,0.6088235294117647,2.23,2.80764705882353,1.7647058823529411,2.3529411764705883,0.0,0.5294117647058824,0.37974683544303794,0.5063291139240506,0.0,0.11392405063291139
RSM0040,0.23529411764705882,0,0,0,0,0.11764705882352941,0.5882352941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.735303529411764,11.411764705882353,1.8823529411764706,29.0,6.823529411764706,1.1,0.6029411764705882,1.3900000000000001,2.7029411764705884,1.7647058823529411,2.0,0.5882352941176471,0.0,0.40540540540540543,0.4594594594594595,0.13513513513513514,0.0
RSM0042,0.1111111111111111,0,0,0,0,0.3888888888888889,0.1111111111111111,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.501440555555558,12.722222222222221,2.111111111111111,64.0,9.5,1.5,0.6694444444444444,2.23,2.787777777777778,1.8888888888888888,2.4444444444444446,0.0,0.5,0.39080459770114945,0.5057471264367817,0.0,0.10344827586206898
RSM0043,0.2222222222222222,0,0,0,0,0.4444444444444444,0,0.2222222222222222,0.05555555555555555,0,0,0,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.67193898888889,11.666666666666666,1.8333333333333333,12.0,5.888888888888889,1.0,0.5972222222222222,2.37,2.697222222222222,1.7777777777777777,2.111111111111111,0.0,0.0,0.45714285714285713,0.5428571428571429,0.0,0.0
RSM0044,0.2222222222222222,0,0,0,0,0.2222222222222222,0,0.4444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.064542222222222,11.666666666666666,2.0,28.0,8.333333333333334,1.1,0.6277777777777778,1.54,2.7955555555555556,1.6666666666666667,2.2222222222222223,1.1111111111111112,0.0,0.33333333333333337,0.4444444444444445,0.22222222222222224,0.0
RSM0045,0.1111111111111111,0,0,0,0,0.3888888888888889,0.1111111111111111,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.408365555555555,12.722222222222221,2.111111111111111,63.0,9.444444444444445,1.55,0.6722222222222222,2.24,2.7872222222222223,1.8888888888888888,2.4444444444444446,0.05555555555555555,0.3888888888888889,0.3953488372093023,0.5116279069767442,0.011627906976744186,0.08139534883720931
