,structure,Density
96,qmof-ab1627d,1.37931
97,qmof-7787590,2.17778
98,qmof-2d64b34,2.86788
99,qmof-006f9b7,1.34415
100,qmof-a0daa8f,1.87688
101,qmof-65e6355,1.6451
102,qmof-c9316bd,0.980049
103,qmof-975d128,3.26771
104,qmof-020e5f6,0.791394
105,qmof-48b6c68,0.830237
106,qmof-ef45231,1.67316
107,qmof-80a17db,1.66936
108,qmof-4c83c49,1.93747
109,qmof-0d42aa5,1.56844
110,qmof-cc15248,2.03564
111,qmof-45804f7,2.44304
112,qmof-75e4931,1.3643
113,qmof-e50120c,1.21549
114,qmof-56aaa8f,1.792
115,qmof-edec6e9,1.1389
116,qmof-2dea218,3.62919
117,qmof-c7e08a4,1.92285
118,qmof-1d91052,1.78137
119,qmof-7ac9c16,1.54484
120,qmof-39f5039,1.61353
121,qmof-79f0fab,1.80353
122,qmof-a93bb80,1.4511
123,qmof-3e9aab7,2.12047
124,qmof-361324a,0.805518
125,qmof-32bbf6c,1.52032
126,qmof-5011269,1.40558
127,qmof-5e98a79,2.14528
128,qmof-c522b2f,1.38015
129,qmof-05d5e8e,1.28756
130,qmof-9c225cc,4.17203
131,qmof-43281e0,2.77448
132,qmof-820eea9,1.2476
133,qmof-23a1556,1.77421
134,qmof-9b4f999,2.3691
135,qmof-f02b7e5,1.27991
136,qmof-12d18bf,1.78625
137,qmof-9dad958,3.06355
138,qmof-ac05bde,1.42069
139,qmof-5d5b5cf,1.7062
140,qmof-c85eddf,0.719922
141,qmof-e1b53db,2.24283
142,qmof-4d3ba60,1.14791
143,qmof-49cb885,2.04622
144,qmof-4986c94,1.70027
145,qmof-58a2369,2.26133
146,qmof-7e1e181,2.84435
147,qmof-cfe9c1c,1.8198
148,qmof-0be5a6f,1.40232
149,qmof-5918275,2.082
150,qmof-42408b9,2.89172
151,qmof-c41e374,2.31789
152,qmof-6a5b52b,0.506759
153,qmof-7494173,1.86265
154,qmof-6a58cd1,0.641573
155,qmof-f80342c,1.34828
156,qmof-8563e80,1.60722
157,qmof-6bab288,1.0246
158,qmof-d38b97e,1.12455
159,qmof-26e33a1,1.9226
160,qmof-39be442,1.75006
161,qmof-8deddd1,0.719959
162,qmof-aed4501,0.713134
163,qmof-52cd170,1.54106
164,qmof-b3fa58d,0.980007
165,qmof-1464054,1.78936
166,qmof-eefbba1,1.68112
167,qmof-4d33be9,1.431
168,qmof-e771041,1.77533
169,qmof-b680c55,1.47248
170,qmof-68e1336,1.00002
171,qmof-9806c75,1.68397
172,qmof-078ee16,1.77263
173,qmof-1e0ee22,2.64194
174,qmof-cb5f8d9,2.01617
175,qmof-e4ea248,1.84993
176,qmof-d24ba56,2.37918
177,qmof-d9809f0,1.62833
178,qmof-daed87b,0.706627
179,qmof-be0b180,1.97941
180,qmof-ecd87e5,1.76157
181,qmof-7616b2d,1.04418
182,qmof-c645675,1.40877
183,qmof-968a6c5,2.21641
184,qmof-100b445,2.61938
185,qmof-70cecaa,1.74808
186,qmof-73863ec,1.77855
187,qmof-16049c4,0.539306
188,qmof-f0d2335,1.34633
189,qmof-98dce4c,1.50385
190,qmof-ed9a745,1.73231
191,qmof-44bd001,1.51225
192,qmof-8cf4e29,1.85692
193,qmof-abb90e8,2.37273
194,qmof-34417cf,1.5824
195,qmof-10c5d89,1.76804
196,qmof-805d84d,0.420328
197,qmof-3b418e4,0.296385
198,qmof-9dd4510,1.52158
199,qmof-3d25299,1.33203
200,qmof-b0527f5,2.45403
201,qmof-bcd71bd,1.64161
202,qmof-0c7f9b0,4.83611
203,qmof-b324a8c,2.12903
204,qmof-482fb0c,2.51508
205,qmof-20b1e21,2.11324
206,qmof-1991ed6,1.91616
207,qmof-248b9a0,1.49139
208,qmof-70ea512,1.62311
209,qmof-0e90765,1.69475
210,qmof-e6ecf01,1.91571
211,qmof-2f39bbb,1.84313
212,qmof-b8b8984,2.8795
213,qmof-f37c2f5,3.33209
214,qmof-3c4d0fc,1.37037
215,qmof-5f619ed,1.80543
216,qmof-c7fbe0d,1.71082
217,qmof-8c309fb,0.836509
218,qmof-0993d90,2.15555
219,qmof-123b551,2.23017
220,qmof-14291f8,1.48911
221,qmof-907545a,2.41462
222,qmof-a091774,0.474217
223,qmof-3435b39,1.5995
224,qmof-14449b7,1.96452
225,qmof-3e7690a,1.06431
226,qmof-55f4d83,1.75017
227,qmof-e381eec,0.96893
228,qmof-003cb6c,1.65835
229,qmof-7d8aedf,0.483692
230,qmof-985a6f6,1.76058
231,qmof-1dca0c6,1.50098
232,qmof-2eea506,1.39864
233,qmof-705ecf9,1.58095
234,qmof-cbc7288,2.26903
235,qmof-e9f86fc,0.398072
236,qmof-20b5399,1.64242
237,qmof-98440a2,1.65033
238,qmof-d219c19,1.82333
239,qmof-26ca78e,2.5465
240,qmof-390a016,1.34296
241,qmof-3f46332,1.4696
242,qmof-1b058a2,1.88044
243,qmof-f2d3b75,1.46542
244,qmof-0669f40,1.91455
245,qmof-b40e587,2.51418
246,qmof-f3c52d4,1.48262
247,qmof-fca87d6,2.76077
248,qmof-b2fbb84,1.53435
249,qmof-3763142,1.22298
250,qmof-32a3837,1.86446
251,qmof-aa314f7,2.1781
252,qmof-32b39ac,1.74662
253,qmof-2408633,1.64366
254,qmof-09a4b27,1.25373
255,qmof-9ab47e7,1.81054
256,qmof-3f821f2,1.8634
257,qmof-05cc789,1.95749
258,qmof-e7f2d9a,0.54375
259,qmof-cbcc1e5,2.77314
260,qmof-8b511ee,0.786284
261,qmof-be06dfb,1.75428
262,qmof-c8854ce,2.67011
263,qmof-4d1cebd,0.447883
264,qmof-6fcc83e,1.58068
265,qmof-4031fa5,1.97022
266,qmof-213cb46,1.82316
267,qmof-76e5a3a,2.37204
268,qmof-3165240,2.84819
269,qmof-d9d4912,0.833362
270,qmof-3619225,2.06657
271,qmof-9002232,1.95152
272,qmof-0bdc70c,2.01752
273,qmof-df668a3,1.89776
274,qmof-e2b9aa4,1.65616
275,qmof-22994eb,1.82652
276,qmof-b65868c,1.17415
277,qmof-81022c0,1.62828
278,qmof-a39fc01,1.30272
279,qmof-b6f1487,0.674504
280,qmof-156c4a2,2.0571
281,qmof-1f59aa4,2.08136
282,qmof-bb28adc,2.36296
283,qmof-1eaffa4,1.6438
284,qmof-1a19916,1.64041
285,qmof-482e151,2.41899
286,qmof-0b5e989,0.861116
287,qmof-4697823,1.67309
288,qmof-76ace93,3.03826
289,qmof-a498ebd,1.50004
290,qmof-2d57373,2.29911
291,qmof-88a7d5a,1.65855
292,qmof-eb06803,2.02243
293,qmof-8b2efc2,2.8549
294,qmof-20541f6,3.1552
295,qmof-7c6e22e,0.341725
296,qmof-7c66e3b,1.64039
297,qmof-4d3c423,1.62066
298,qmof-29b290a,1.29583
299,qmof-0d8afa2,1.60886
300,qmof-20d3804,1.65387
301,qmof-a89b009,1.26851
302,qmof-d215bed,0.727722
303,qmof-6b82733,1.89776
304,qmof-c61bee5,1.04201
305,qmof-12f0ca2,1.41416
306,qmof-8c2eca5,2.0168
307,qmof-6cce137,1.68305
308,qmof-9f8e842,0.655484
309,qmof-22ea14a,1.14772
310,qmof-741f030,1.74133
311,qmof-77701f4,1.78469
312,qmof-8977f91,0.441541
313,qmof-6864a0e,1.8021
314,qmof-8b5797b,1.91408
315,qmof-97cb8e3,1.89319
316,qmof-2590e01,2.04851
317,qmof-c0a3a59,1.69223
318,qmof-5583708,1.49602
319,qmof-8abf698,0.80484
320,qmof-e7c85fd,0.554634
321,qmof-cbdfa7f,2.01755
322,qmof-43264a9,2.34002
323,qmof-59216ed,1.81113
324,qmof-9cb338e,1.98396
325,qmof-c304df9,1.83639
326,qmof-75bdb93,1.08318
327,qmof-c68ff44,1.63291
328,qmof-291c11a,2.57078
329,qmof-26b5f18,1.62187
330,qmof-805652f,0.843511
331,qmof-4060ec8,1.1388
332,qmof-dc0e96c,0.963651
333,qmof-dbb8ab2,0.484477
334,qmof-ed16d58,1.70274
335,qmof-5a081d6,1.25515
336,qmof-52d48cb,2.17832
337,qmof-1c69162,1.40228
338,qmof-1620f91,1.42492
339,qmof-a1aff6a,2.59752
340,qmof-d69c4b7,0.483977
341,qmof-88ad698,2.10996
342,qmof-bbcf6c2,1.50659
343,qmof-39c8634,2.39415
344,qmof-2593fae,1.62181
345,qmof-8ae4999,1.7518
346,qmof-82f44d0,1.54284
347,qmof-ee520ef,1.65255
348,qmof-3b01793,2.00799
349,qmof-6a17ede,1.73084
350,qmof-928ae0f,2.60294
351,qmof-357d2c4,2.12813
352,qmof-17e9dea,1.72304
353,qmof-3a33f7e,1.93612
354,qmof-0df7bd9,1.17903
355,qmof-ebaf62f,1.97541
356,qmof-9e14afc,1.68489
357,qmof-2bb1085,1.88988
358,qmof-5e06567,3.07934
359,qmof-8ce7f32,2.05536
360,qmof-f249620,1.55793
361,qmof-9f220e6,1.81131
362,qmof-8995edd,1.41048
363,qmof-e726ffa,0.356232
364,qmof-ed82416,2.20874
365,qmof-70ee38e,2.13738
366,qmof-59396ea,1.69495
367,qmof-d1f96a7,1.95695
368,qmof-c458714,2.2651
369,qmof-345c111,2.35627
370,qmof-3f1f67b,1.81037
371,qmof-64a2be7,2.35899
372,qmof-9286298,1.45723
373,qmof-945b0cc,3.39693
374,qmof-cccb3cf,3.54141
375,qmof-e55df67,1.96838
376,qmof-dd6ea7a,2.51888
377,qmof-c07ad59,1.8525
378,qmof-eaa76fc,2.49907
379,qmof-324b117,2.0858
380,qmof-97f0ee1,1.66963
381,qmof-b1a0abf,2.12554
382,qmof-c4f5db2,2.78015
383,qmof-42f74ee,1.97495
384,qmof-7931216,2.42611
385,qmof-2a36f96,2.23001
386,qmof-198219a,2.88747
387,qmof-684e478,1.97033
388,qmof-b981b73,1.68844
389,qmof-15375c3,2.01872
390,qmof-7bea0fe,1.72692
391,qmof-916080a,1.50274
392,qmof-c7fe47a,1.83856
393,qmof-c5e28ee,0.616334
394,qmof-1b305ca,1.98399
395,qmof-0ded643,2.16243
396,qmof-0cd28a2,0.339996
397,qmof-97fb071,1.64808
398,qmof-370639b,0.41044
399,qmof-d208f10,1.6705
400,qmof-db81b8a,0.489315
401,qmof-46a6a93,2.46403
402,qmof-dd3ddad,1.53656
403,qmof-6a595fd,1.11261
404,qmof-8626bd6,1.95207
405,qmof-2a8957f,1.33605
406,qmof-e8fa064,1.56686
407,qmof-c8cc2d5,2.10952
408,qmof-b830655,0.736995
409,qmof-02e2726,1.62198
410,qmof-41dd424,2.6636
411,qmof-4b36f84,1.68173
412,qmof-0d028a0,1.64037
413,qmof-9e926ff,1.86341
414,qmof-2d4fbda,2.91869
415,qmof-4cdc080,1.6935
416,qmof-d8a722f,2.4606
417,qmof-b6754fb,1.35829
418,qmof-7a7e541,1.24709
419,qmof-5961f99,2.25669
420,qmof-5b5d1a2,2.6778
421,qmof-63c7101,1.71885
422,qmof-2208d52,1.60287
423,qmof-72726e2,2.93641
424,qmof-33d69c8,1.31722
425,qmof-165aee3,1.78784
426,qmof-c4f5d69,1.3766
427,qmof-688ee41,2.49919
428,qmof-1d06df3,1.35609
429,qmof-64aeaba,1.49277
430,qmof-0a7a2fd,0.773457
431,qmof-2d8d50c,0.723674
432,qmof-83b8c19,2.35947
433,qmof-ee3aaa6,2.33443
434,qmof-9e703ad,0.979374
435,qmof-54cd3fd,1.6102
436,qmof-1d2e262,2.07772
437,qmof-45b64b9,1.10744
438,qmof-549488d,2.52758
439,qmof-1b587f2,2.79366
440,qmof-5ff0d55,1.49848
441,qmof-b2529fd,0.658315
442,qmof-9b906f4,2.16066
443,qmof-83ccceb,2.04973
444,qmof-de2474e,1.33167
445,qmof-ba6634e,1.32515
446,qmof-79b3e88,1.79837
447,qmof-4f6760e,1.6985
448,qmof-38ae9d1,1.08967
449,qmof-62058f7,1.07039
450,qmof-09319e1,0.504269
451,qmof-0557cca,2.35725
452,qmof-15a075e,1.2167
453,qmof-621adc5,1.18778
454,qmof-2c3bc74,1.49514
455,qmof-dfb9cdf,1.48984
456,qmof-bc64fc7,0.779186
457,qmof-67a28c5,1.33074
458,qmof-88c6ebd,2.41595
459,qmof-2285864,2.15578
460,qmof-eed4bda,1.88888
461,qmof-ce36f66,1.45447
462,qmof-b1c70fd,2.38926
463,qmof-04a2435,2.07785
464,qmof-201af6e,0.72149
465,qmof-7672d8f,2.27659
466,qmof-c4528f3,0.658554
467,qmof-86031cd,2.15229
468,qmof-76257fc,1.32395
469,qmof-833ee2a,0.740024
470,qmof-6971f07,2.51678
471,qmof-0a5e029,1.6198
472,qmof-e1fba52,2.07372
473,qmof-fced5a2,1.84863
474,qmof-5495921,2.37131
475,qmof-4fbebc6,1.31287
476,qmof-f8c9995,2.02622
477,qmof-c7a31b7,2.14575
478,qmof-45de5a4,2.46453
479,qmof-8c2e3e2,0.553027
480,qmof-150730f,2.17597
481,qmof-019cf08,1.44752
482,qmof-015591d,1.56805
483,qmof-8b93db2,1.61191
484,qmof-ec7e515,2.14142
485,qmof-ba7b967,2.94508
486,qmof-20c79fb,2.29971
487,qmof-3a44113,0.387208
488,qmof-bf53c51,2.40899
489,qmof-90e2627,1.98426
490,qmof-05e86f0,1.00292
491,qmof-1026675,1.95965
492,qmof-eb261b9,1.44755
493,qmof-af2cb79,1.66355
494,qmof-8d44302,2.66629
495,qmof-0d451ab,1.57783
496,qmof-4178b92,2.16164
497,qmof-4ce077a,2.34793
498,qmof-9cc6917,1.81813
499,qmof-3b8d946,1.84436
500,qmof-dbde131,2.45301
501,qmof-6005a80,2.52558
502,qmof-96b3e9d,1.53425
503,qmof-6b7c621,2.17784
504,qmof-6519b6a,3.49189
505,qmof-ebe89ba,1.74888
506,qmof-6890c21,1.41555
507,qmof-baeb77e,0.996877
508,qmof-7e4e059,1.39223
509,qmof-e1d3c58,1.51453
510,qmof-3d69dee,0.700398
511,qmof-8bcc15f,0.647499
512,qmof-ef3b26e,1.96015
513,qmof-f6f3d84,1.20452
514,qmof-c786c29,1.71143
515,qmof-4428f7e,1.55005
516,qmof-14d74fb,2.40642
517,qmof-e8a62f9,2.50827
518,qmof-d43a3be,1.78128
519,qmof-581ee35,1.78933
520,qmof-48262eb,1.44006
521,qmof-0359d3a,0.613793
522,qmof-ef7ab80,1.61091
523,qmof-b696fc8,2.11581
524,qmof-25a8aa5,2.06249
525,qmof-1492ba7,1.79942
526,qmof-de3e20a,1.71111
527,qmof-5c3e66d,1.83798
528,qmof-580d3d5,1.77384
529,qmof-48c7af3,1.10737
530,qmof-85fbc0d,1.60824
531,qmof-31585f8,1.25047
532,qmof-f6c7d9d,1.13442
533,qmof-361e7d5,1.68962
534,qmof-cbf7280,1.58427
535,qmof-da66f66,1.60538
536,qmof-015ccbf,1.70358
537,qmof-0749ed8,0.956882
538,qmof-4fe2b3b,1.95796
539,qmof-64af24e,1.94827
540,qmof-65631c4,2.19447
541,qmof-38fac1e,2.20737
542,qmof-b8ca403,1.20247
543,qmof-9e7b77a,0.612589
544,qmof-1b71fff,2.58097
545,qmof-05aec6d,1.83171
546,qmof-594d3a0,1.77216
547,qmof-be35ab2,1.07322
548,qmof-e521165,2.50483
549,qmof-02753a5,2.48311
550,qmof-eaef6dd,2.43307
551,qmof-86c4ff7,1.33425
552,qmof-4534e74,1.79462
553,qmof-8773583,0.687715
554,qmof-71d599e,1.33825
555,qmof-e5e12e2,1.72812
556,qmof-b13bcc9,4.28606
557,qmof-f3bdfdf,1.37447
558,qmof-68534d9,2.30762
559,qmof-909100d,2.46253
560,qmof-bc26dea,1.87575
561,qmof-bbfd88d,1.4581
562,qmof-1fb5146,2.29449
563,qmof-94199a7,2.28892
564,qmof-0158018,1.67823
565,qmof-91a9c47,1.02005
566,qmof-0e187ca,2.59555
567,qmof-00aefa9,1.59015
568,qmof-d4ff636,2.07606
569,qmof-15327b9,2.79156
570,qmof-5bcf1a0,1.3071
571,qmof-78b016a,1.83725
572,qmof-3390755,2.60185
573,qmof-2f9cf3e,1.60825
574,qmof-5f966d0,0.860874
575,qmof-2b3602d,2.27374
576,qmof-83bf23c,2.13121
577,qmof-509fb3e,1.81664
578,qmof-0574750,1.73314
579,qmof-1f7045e,1.82837
580,qmof-532e67d,2.01959
581,qmof-9204b74,1.32189
582,qmof-c21278c,1.15373
583,qmof-aa5a1e3,1.15181
584,qmof-d544575,1.48296
585,qmof-9524655,1.28679
586,qmof-44477e2,3.29017
587,qmof-1044bb0,1.89176
588,qmof-3f72d8d,2.62959
589,qmof-ab1e3cd,2.86703
590,qmof-355deb1,2.1775
591,qmof-dda14d4,1.18399
592,qmof-c7a8622,2.59468
593,qmof-b0024a4,2.02363
594,qmof-10b590f,2.02065
595,qmof-54114ac,3.03618
596,qmof-1dda4b8,1.76751
597,qmof-b788d3d,1.34775
598,qmof-18bc8b7,1.43644
599,qmof-dc5bf96,3.0132
600,qmof-863f3a9,2.50087
601,qmof-8cd9d78,2.30162
602,qmof-92a333a,2.2145
603,qmof-1b7741c,0.941515
604,qmof-e329fe5,1.38626
605,qmof-01be183,1.68443
606,qmof-43ea8c2,1.21677
607,qmof-25fa36f,3.17532
608,qmof-8794151,1.63683
609,qmof-385d2cd,2.92647
610,qmof-8b32414,0.427192
611,qmof-28e7dd1,0.818225
612,qmof-ae3277e,2.28236
613,qmof-fcf8f5a,1.60135
614,qmof-40b01a1,1.01231
615,qmof-84cc81a,1.54801
616,qmof-f47c6af,1.96394
617,qmof-6ab88e0,1.66249
618,qmof-ba113c1,1.71533
619,qmof-34956b1,1.75856
620,qmof-5dfc500,0.995823
621,qmof-f543252,3.0718
622,qmof-856a76d,0.716437
623,qmof-594c034,0.975105
624,qmof-47efcfb,0.78898
625,qmof-533823c,1.29431
626,qmof-a50b67b,2.09251
627,qmof-99861b8,1.76864
628,qmof-ebbe2a3,1.79173
629,qmof-06f215e,1.86136
630,qmof-2297abb,1.17093
631,qmof-b8a853e,0.812932
632,qmof-651a6e1,2.25459
633,qmof-520ebea,2.19344
634,qmof-2438f1c,1.24248
635,qmof-e717cad,1.81639
636,qmof-09ca76c,1.60896
637,qmof-d346410,1.68569
638,qmof-ab8d1a0,0.897299
639,qmof-5672c63,1.62844
640,qmof-9cb58fb,1.59259
641,qmof-d9391ee,1.68442
642,qmof-fef0729,1.84961
643,qmof-3cf9abb,2.10102
644,qmof-bd837da,1.71223
645,qmof-14924f8,2.39245
646,qmof-ac06537,2.81496
647,qmof-7ecc855,1.74738
648,qmof-c494037,1.9497
649,qmof-26de522,2.10837
650,qmof-2fb9d0e,1.63268
651,qmof-938bfee,0.651041
652,qmof-5feac13,1.40506
653,qmof-3351730,1.64018
654,qmof-21f1e4e,2.24114
655,qmof-cdc8443,1.46011
656,qmof-d46593c,2.28882
657,qmof-d6cb039,1.64831
658,qmof-bcdc0ff,1.50402
659,qmof-4c5a21f,1.76324
660,qmof-dc165ea,1.60996
661,qmof-013ec70,2.00898
662,qmof-b75a6f2,0.412087
663,qmof-11ee556,1.14323
664,qmof-b2685e8,2.20468
665,qmof-55a2418,0.531331
666,qmof-4e884d7,0.550257
667,qmof-9f9b665,3.01277
668,qmof-2902fa0,2.02273
669,qmof-87535de,2.72616
670,qmof-6d2b4bc,1.81471
671,qmof-33cc193,1.85628
672,qmof-7afda5b,1.07935
673,qmof-52c738e,2.0223
674,qmof-841116e,1.85104
675,qmof-26b83f7,1.57435
676,qmof-c136b83,1.62158
677,qmof-5e0ed29,1.55824
678,qmof-fe1b0fe,0.934974
679,qmof-b5ddfc5,2.00792
680,qmof-02d74bc,1.00548
681,qmof-cda9fd1,0.929258
682,qmof-1debcad,0.663054
683,qmof-fab3293,1.85126
684,qmof-08e86ed,0.693659
685,qmof-f02d68c,2.97967
686,qmof-7d022f9,1.39516
687,qmof-2b5cf00,2.50676
688,qmof-e460522,2.14994
689,qmof-72d353f,1.91729
690,qmof-b8ed633,3.14112
691,qmof-b3fa08c,1.69907
692,qmof-69452ae,1.98328
693,qmof-6cf15a6,2.41333
694,qmof-3984e74,1.29666
695,qmof-4ac7df5,2.35158
696,qmof-e687361,1.32005
697,qmof-e220ad6,1.72973
698,qmof-760037b,1.83437
699,qmof-6e5272e,1.23292
700,qmof-8aef2c6,1.93925
701,qmof-688437b,1.68098
702,qmof-728d8c0,2.48497
703,qmof-1e4d669,1.41277
704,qmof-d3b4687,1.62245
705,qmof-12e9727,2.05242
706,qmof-f756730,0.206273
707,qmof-f957853,1.73096
708,qmof-d6ff6f7,1.66546
709,qmof-f77e442,1.54115
710,qmof-96e0e51,2.03558
711,qmof-b024a31,1.74138
712,qmof-52d6820,1.31574
713,qmof-b7c34ea,2.95831
714,qmof-c2c4df4,1.63636
715,qmof-106adc0,1.50925
716,qmof-a2890cd,1.6867
717,qmof-301715f,2.54408
718,qmof-15d1d11,2.74573
719,qmof-de7a107,0.503758
720,qmof-381c535,2.03919
721,qmof-93c87bd,1.75306
722,qmof-7277549,0.456176
723,qmof-7f0ff56,2.09267
724,qmof-9140a3c,1.56821
725,qmof-3df48c9,1.32722
726,qmof-447554f,1.85946
727,qmof-3fd032f,1.53118
728,qmof-98d4a6a,1.41328
729,qmof-5200ba4,1.6054
730,qmof-3865138,1.19534
731,qmof-980b76e,2.20674
732,qmof-81cfe25,2.69216
733,qmof-77a3a1c,1.92074
734,qmof-868b2eb,1.83798
735,qmof-0275f1b,1.4177
736,qmof-29c01e6,1.70344
737,qmof-4aba306,0.899483
738,qmof-27e1206,1.61651
739,qmof-bda49bd,2.13861
740,qmof-e821b66,1.5917
741,qmof-a3577c1,1.87211
742,qmof-c4d906e,2.2236
743,qmof-3adcede,2.5444
744,qmof-916f903,1.91772
745,qmof-85d5909,1.75993
746,qmof-ac78c2d,1.74919
747,qmof-79ff2bd,1.72793
748,qmof-1502f04,0.965928
749,qmof-6b4d8f7,1.70955
750,qmof-5743680,2.05086
751,qmof-3cdafab,0.431491
752,qmof-fb7e6ef,1.64636
753,qmof-ef538ec,1.87473
754,qmof-6312a87,1.01199
755,qmof-d76fd42,1.7746
756,qmof-ceeff8a,2.46785
757,qmof-4aab35a,0.105567
758,qmof-d441ad0,0.69791
759,qmof-9bed59d,3.01041
760,qmof-56deb62,1.15753
761,qmof-6d7fa4e,2.02286
762,qmof-1a2d0f1,1.66888
763,qmof-0aea5e3,1.5257
764,qmof-5c82433,1.85978
765,qmof-67850b0,1.41353
766,qmof-50a1922,1.47044
767,qmof-5c9f89c,1.76528
768,qmof-044ea75,1.70115
769,qmof-92dca89,0.602217
770,qmof-909d17d,0.606749
771,qmof-e25f3a3,1.7024
772,qmof-755582e,1.71269
773,qmof-ba20815,1.81008
774,qmof-2d58bb8,2.17627
775,qmof-0736fd1,3.17682
776,qmof-7ff8dd7,0.539481
777,qmof-d7fd1e2,1.19496
778,qmof-59cc2cc,1.68775
779,qmof-165fbc5,2.13041
780,qmof-4c0e216,1.55183
781,qmof-3a95f6e,0.895943
782,qmof-df254df,0.414668
783,qmof-37b3d7d,1.94143
784,qmof-255c456,1.53763
785,qmof-8974c91,0.608418
786,qmof-55f47cd,2.68669
787,qmof-5bd1c51,2.22623
788,qmof-76cf28c,1.02204
789,qmof-918e13a,0.732103
790,qmof-ce84df4,1.54525
791,qmof-0159028,1.93153
792,qmof-d38bd9e,0.839784
793,qmof-a1e9424,2.3113
794,qmof-2d65e89,1.66301
795,qmof-9300c45,1.33324
796,qmof-02243f1,2.0429
797,qmof-2568bd1,2.79399
798,qmof-9525030,0.456559
799,qmof-fd73264,1.31372
800,qmof-1ca5878,0.333605
801,qmof-3df82ff,1.46364
802,qmof-70a1fa1,1.64014
803,qmof-db8e77b,0.813239
804,qmof-ddec51e,1.35273
805,qmof-25e44c3,1.76254
806,qmof-a3a0d2e,1.82529
807,qmof-e372899,0.501291
808,qmof-3567378,2.52326
809,qmof-03f205a,1.16033
810,qmof-1bbc4ba,2.80651
811,qmof-8362ce9,1.06994
812,qmof-264811f,1.82762
813,qmof-46322fa,1.81239
814,qmof-d950595,2.6228
815,qmof-97fd10d,2.50522
816,qmof-5ba9d7d,2.19035
817,qmof-5f8bb84,1.43036
818,qmof-f64ae73,0.972642
819,qmof-be40ee3,1.69
820,qmof-d15d784,2.42817
821,qmof-97c430f,1.84968
822,qmof-206a6de,2.08607
823,qmof-3fa29a2,2.86756
824,qmof-b0bfb8e,1.74179
825,qmof-c4c2419,1.59076
826,qmof-bc35341,1.64626
827,qmof-ff37c01,2.49888
828,qmof-1634ed9,1.43739
829,qmof-98778f1,1.90375
830,qmof-96d0200,2.12958
831,qmof-068bc8e,2.27781
832,qmof-807faf2,0.435457
